,movie_id,title,tags
277,36557,Casino Royale,"le chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. m sends bond – on his maiden mission as a 00 agent – to attend this game and prevent le chiffre from winning. with the help of vesper lynd and felix leiter, bond enters the most important poker game in his already dangerous career. adventure action thriller italy poker casino terrorist banker money free running torture british secret service montenegro danielcraig evagreen madsmikkelsen martincampbell"
278,869,Planet of the Apes,"after a spectacular crash-landing on an uncharted planet, brash astronaut leo davidson finds himself trapped in a savage world where talking apes dominate the human race. desperate to find a way home, leo must evade the invincible gorilla army led by ruthless general thade. thriller sciencefiction action adventure gorilla space marine space suit revolution chimp slavery space travel time travel dystopia alien planet ape human subjugation markwahlberg timroth helenabonhamcarter timburton"
279,280,Terminator 2: Judgment Day,"nearly 10 years have passed since sarah connor was targeted for termination by a cyborg from the future. now her son, john, the future leader of the resistance, is the target for a newer, more deadly terminator. once again, the resistance has managed to send a protector back to attempt to save john and his mother sarah. action thriller sciencefiction cyborg shotgun post-apocalyptic dystopia moral ambiguity mental institution violence fictional war morphing nuclear weapons shape shifter savior catch phrase arnoldschwarzenegger lindahamilton robertpatrick jamescameron"
280,11322,Public Enemies,"depression-era bank robber john dillinger's charm and audacity endear him to much of america's downtrodden public, but he's also a thorn in the side of j. edgar hoover and the fledgling fbi. desperate to capture the elusive outlaw, hoover makes dillinger his first public enemy number one and assigns his top agent, melvin purvis, the task of bringing him in dead or alive. history crime drama cinema hiding place machinegun prison guard escape from prison dillinger christianbale johnnydepp giovanniribisi michaelmann"
281,4982,American Gangster,"following the death of his employer and mentor, bumpy johnson, frank lucas establishes himself as the number one importer of heroin in the harlem district of manhattan. he does so by buying heroin directly from the source in south east asia and he comes up with a unique way of importing the drugs into the united states. based on a true story. drama crime underdog black people drug traffic drug smuggle society ambition rise and fall cop drug dealing police corruption gangster crime police detective family law enforcement aftercreditsstinger dishonesty criminal heroes denzelwashington russellcrowe chiwetelejiofor ridleyscott"
282,36955,True Lies,"harry tasker is a secret agent for the united states government. for years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them. action thriller spy terrorist florida gun kidnapping horseback riding florida keys secret agent terrorist plot top secret woman with glasses hit with a telephone truth serum mushroom cloud jackhammer key west arnoldschwarzenegger jamieleecurtis tomarnold jamescameron"
283,18487,The Taking of Pelham 1 2 3,"armed men hijack a new york city subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher walter garber into a face-off with the mastermind behind the crime. thriller drama crime hostage new york city new york subway subway train stock market motorcycle crash subway tunnel aftercreditsstinger denzelwashington johntravolta luisguzmán tonyscott"
284,39451,Little Fockers,"it has taken 10 years, two little fockers with wife pam and countless hurdles for greg to finally get in with his tightly wound father-in-law, jack. after the cash-strapped dad takes a job moonlighting for a drug company, jack's suspicions about his favorite male nurse come roaring back. when greg and pam's entire clan descends for the twins' birthday party, greg must prove to the skeptical jack that he's fully capable as the man of the house. comedy romance nurse cat father-in-law vomit kids and family viagra duringcreditsstinger robertdeniro benstiller owenwilson paulweitz"
285,27581,The Other Guys,"nypd detectives christopher danson (johnson) and p.k. highsmith (jackson) are the baddest and most beloved cops in new york city. they don't get tattoos, other men get tattoos of them. two desks over and one back, sit detectives allen gamble (ferrell) and terry hoitz (wahlberg). you've seen them in the background of photos of danson and highsmith, out of focus and eyes closed. they're not heroes, they're ""the other guys."" but every cop has his or her day and soon gamble and hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into nyc's biggest crime. it's the opportunity of their lives, but do these guys have the right stuff? action comedy crime narration ceo fire truck shot in the shoulder zip line buddy comedy carjacking aftercreditsstinger duringcreditsstinger willferrell markwahlberg evamendes adammckay"
286,9268,Eraser,"u.s. marshall john kruger erases the identities of people enrolled in the witness protection program. his current assignment is to protect lee cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. when kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect lee's. action drama mystery thriller suicide ambush showdown hostage traitor new identity hitman witness witness protection arms dealer deception betrayal treason conspiracy u.s. marshal gunfight train explosion violence sabotage corporate crime rogue agent assassination attempt x-ray vision railgun arnoldschwarzenegger jamescaan vanessawilliams chuckrussell"
287,68718,Django Unchained,"with the help of a german bounty hunter, a freed slave sets out to rescue his wife from a brutal mississippi plantation owner. drama western bounty hunter hero plantation society friendship friends revenge rivalry rescue shootout racism danger dentist django dual role aftercreditsstinger odd couple black slave deadly chases and races 19th century jamiefoxx christophwaltz leonardodicaprio quentintarantino"
288,10545,The Hunchback of Notre Dame,"when quasi defies the evil frollo and ventures out to the festival of fools, the cruel crowd jeers him. rescued by fellow outcast the gypsy esmeralda, quasi soon finds himself battling to save the people and the city he loves. drama animation family paris based on novel judge obsession dance sword mockery ugliness cathedral musical fool bell religion orphan army captain festival angry mob witch hunt 15th century tomhulce demimoore tonyjay garytrousdale kirkwise"
289,11688,The Emperor's New Groove,"kuzco is a self-centered emperor who summons pacha from a village and to tell him that his home will be destroyed to make room for kuzco's new summer home. kuzco's advisor, yzma, tries to poison kuzco and accidentally turns him into a llama, who accidentally ends up in pacha's village. pacha offers to help kuzco if he doesn't destroy his house, and so they form an unlikely partnership. adventure animation comedy family fantasy central and south america birthday emperor palace kingdom berater llama davidspade johngoodman earthakitt markdindal"
290,76163,The Expendables 2,"mr. church reunites the expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat. action adventure thriller airplane number in title airplane crash violence beard ensemble cast loss of friend wisecrack humor airport lounge asian woman sylvesterstallone jasonstatham dolphlundgren simonwest"
291,2059,National Treasure,"modern treasure hunters, led by archaeologist ben gates, search for a chest of riches rumored to have been stashed away by george washington, thomas jefferson and benjamin franklin during the revolutionary war. the chest's whereabouts may lie in secret clues embedded in the constitution and the declaration of independence, and gates is in a race to find the gold before his enemies do. adventure action thriller mystery riddle treasure treasure hunt archaeologist archeology  nicolascage dianekruger justinbartha jonturteltaub"
292,2486,Eragon,"in his homeland of alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king. fantasy action adventure family based on novel mythical creature dragon fantasy world teenage hero based on young adult novel edspeleers jeremyirons siennaguillory stefenfangmeier"
293,16523,Where the Wild Things Are,"max imagines running away from his mom and sailing to a far-off land where large talking beasts -- ira, carol, douglas, the bull, judith and alexander -- crown him as their king, play rumpus, build forts and discover secret hideaways. family fantasy children's book igloo wolf costume swallowed whole hit with a rock lying falling down a hill snowball fight children's perspectives maxrecords catherinekeener laurenambrose spikejonze"
294,116711,Epic,a teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. she bands together with a rag-tag group characters in order to save their world -- and ours. animation adventure family fantasy fantasy miniature people joshhutcherson amandaseyfried colinfarrell chriswedge
295,37710,The Tourist,"american tourist frank (johnny depp) meets mysterious british woman elsie (angelina jolie) on the train to venice. romance seems to bud, but there's more to her than meets the eye. remake of the 2005 french film ""anthony zimmer"", written and directed by jérôme salle. action thriller romance paris hotel false identity undercover agent romance johnnydepp angelinajolie paulbettany florianhenckelvondonnersmarck"
296,9946,End of Days,"on december 28th, 1999, the citizens of new york city are getting ready for the turn of the millennium. however, the devil decides to crash the party by coming to the city, inhabiting a man's body, and searching for his chosen bride, a 20-year-old woman named christine york. the world will end, and the only hope lies within an atheist called jericho cane. action fantasy horror mystery christianity sex new year's eve pastor nudity mephisto nightmare bible satanist faith ex-cop anti-christ millenium atheist suspense priest hospital train new york city explosion church violence devil woman in jeopardy satanic flashback stigmata arnoldschwarzenegger gabrielbyrne kevinpollak peterhyams"
297,1372,Blood Diamond,"an ex-mercenary turned smuggler. a mende fisherman. amid the explosive civil war overtaking 1999 sierra leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide. drama thriller action rebel journalist journalism loss of family slavery mercenary diamond mine sierra leone bootlegger fisherman special unit smuggling genocide in rwanda oppression leonardodicaprio djimonhounsou jenniferconnelly edwardzwick"
298,106646,The Wolf of Wall Street,"a new york stockbroker refuses to cooperate in a large securities fraud case involving corruption on wall street, corporate banking world and mob infiltration. based on jordan belfort's autobiography. crime drama comedy corruption sex sexuality bank humor biography wall street marriage crisis rise and fall stockbroker drug stock broker leonardodicaprio jonahhill margotrobbie martinscorsese"
299,414,Batman Forever,"the dark knight of gotham city confronts a dastardly duo: two-face and the riddler. formerly district attorney harvey dent, two-face believes batman caused the courtroom accident which left him disfigured on one side. and edward nygma, computer-genius and former employee of millionaire bruce wayne, is out to get the philanthropist; as the riddler. former circus acrobat dick grayson, his family killed by two-face, becomes wayne's ward and batman's new partner robin. action crime fantasy riddle dc comics rose gotham city partner superhero robin broken neck psychologist violence criminal district attorney millionaire falling down stairs tied up tommy gun beretta knocked out super powers disfigurement father figure valkilmer tommyleejones jimcarrey joelschumacher"
300,563,Starship Troopers,"set in the future, the story follows a young soldier named johnny rico and his exploits in the mobile infantry. rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the bugs"". adventure action thriller sciencefiction moon asteroid space marine intelligence buenos aires space battle dystopia army satire spaceship soldier drill instructor military caspervandien dinameyer deniserichards paulverhoeven"
301,83542,Cloud Atlas,"a set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. cloud atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  based on the award winning novel by david mitchell. directed by tom tykwer and the wachowskis. drama sciencefiction clone future dystopia ensemble cast duringcreditsstinger century woman director 1930s tomhanks halleberry jimbroadbent tomtykwer lillywachowski lanawachowski"
302,41216,Legend of the Guardians: The Owls of Ga'Hoole,"soren, a young barn owl, is kidnapped by owls of st. aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. he and his new friends escape to the island of ga'hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of st. aggie's. the film is based on the first three books in the series. animation adventure family fantasy owl emilybarclay abbiecornish essiedavis zacksnyder"
303,314,Catwoman,"liquidated after discovering a corporate conspiracy, mild-mannered graphic artist patience phillips washes up on an island, where she's resurrected and endowed with the prowess of a cat -- and she's eager to use her new skills ... as a vigilante. before you can say ""cat and mouse,"" handsome gumshoe tom lone is on her tail. action crime white russian sex dc comics beauty sexism basketball superheroine female protagonist evil corporation catwoman masked superhero cat lady halleberry benjaminbratt sharonstone pitof"
304,184315,Hercules,"fourteen hundred years ago, a tormented soul walked the earth that was neither man nor god. hercules was the powerful son of the god king zeus, for this he received nothing but suffering his entire life. after twelve arduous labors and the loss of his family, this dark, world-weary soul turned his back on the gods finding his only solace in bloody battle. over the years he warmed to the company of six similar souls, their only bond being their love of fighting and presence of death. these men and woman never question where they go to fight or why or whom, just how much they will be paid. now the king of thrace has hired these mercenaries to train his men to become the greatest army of all time. it is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become. action adventure mercenary battle ancient greece hercules warrior sagen dwaynejohnson ianmcshane johnhurt brettratner"
305,9016,Treasure Planet,"when space galleon cabin boy jim hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named john silver teaches him to battle supernovas and space storms. but, soon, jim realizes silver is a pirate intent on mutiny! adventure animation family fantasy sciencefiction cyborg based on novel space marine mutiny loss of father map pirate gang treasure hunt little boy space alien animation money treasure map planet troubled teen space pirate josephgordon-levitt brianmurray davidhydepierce ronclements johnmusker"
306,18162,Land of the Lost,"on his latest expedition, dr. rick marshall is sucked into a space-time vortex alongside his research assistant and a redneck survivalist. in this alternate universe, the trio make friends with a primate named chaka, their only ally in a world full of dinosaurs and other fantastic creatures. adventure comedy sciencefiction alien life-form dinosaur primate duringcreditsstinger willferrell annafriel dannymcbride bradsilberling"
307,138103,The Expendables 3,"barney, christmas and the rest of the team comes face-to-face with conrad stonebanks, who years ago co-founded the expendables with barney. stonebanks subsequently became a ruthless arms trader and someone who barney was forced to kill… or so he thought. stonebanks, who eluded death once before, now is making it his mission to end the expendables -- but barney has other plans. barney decides that he has to fight old blood with new blood, and brings in a new era of expendables team members, recruiting individuals who are younger, faster and more tech-savvy. the latest mission becomes a clash of classic old-school style versus high-tech expertise in the expendables’ most personal battle yet. action adventure thriller cia arms dealer sequel rescue mission hospital battle sledgehammer revolver sylvesterstallone jasonstatham harrisonford patrickhughes"
308,257088,Point Break,"a young undercover fbi agent infiltrates a gang of thieves who share a common interest in extreme sports. a remake of the 1991 film, ""point break"". action crime thriller undercover undercover agent extreme sports fbi agent 3d edgarramírez lukebracey teresapalmer ericsoncore"
309,10214,Son of the Mask,"tim avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of loki. then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be. fantasy comedy family adventure baby mask viking jamiekennedy alancumming traylorhoward lawrenceguterman"
310,205775,In the Heart of the Sea,"in the winter of 1820, the new england whaling ship essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  the real-life maritime disaster would inspire herman melville’s moby dick.  but that told only half the story.  “heart of the sea” reveals the encounter’s harrowing aftermath, as the ship’s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.  braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down. thriller drama adventure action history suicide ocean sea hunger shipwreck ship whale based on true story stranded survival whaling death new england lost at sea based on true events whaling ship starvation 19th century cannibalism reference to moby dick whale oil nantucket chrishemsworth benjaminwalker cillianmurphy ronhoward"
311,11692,The Adventures of Pluto Nash,"the year is 2087, the setting is the moon. pluto nash, the high-flying successful owner of the hottest nightclub in the universe, finds himself in trouble when he refuses to sell his club to lunar gangster mogan, who just happens to be helping the mysterious rex crater mastermind a plan to take over the entire moon. action comedy sciencefiction moon casino bar nightclub future mafia boss laser gun eddiemurphy randyquaid rosariodawson ronunderwood"
312,22972,Green Zone,"during the u.s.-led occupation of baghdad in 2003, chief warrant officer roy miller and his team of army inspectors were dispatched to find weapons of mass destruction believed to be stockpiled in the iraqi desert. rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission. war action adventure drama thriller weapon of mass destruction baghdad iraqi  mattdamon gregkinnear brendangleeson paulgreengrass"
313,227973,The Peanuts Movie,"snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal charlie brown begins his own epic quest back home. animation based on comic strip family 3d charlie brown snoopy noahschnapp billmelendez venusschultheis stevemartino"
314,29193,The Spanish Prisoner,an employee of a corporation with a lucrative secret process is tempted to betray it. but there's more to it than that. crime drama mystery thriller dialogue confidence invention independent film stevemartin campbellscott bengazzara davidmamet
315,1734,The Mummy Returns,"rick and evelyn o'connell, along with their 8 year old son alex, discover the key to the legendary scorpion king's might, the fabled bracelet of anubis. unfortunately, a newly resurrected imhotep has designs on the bracelet as well, and isn't above kidnapping its new bearer, alex, to gain control of anubis' otherworldly army. adventure action fantasy son ancient egypt bracelet brendanfraser rachelweisz johnhannah stephensommers"
316,3131,Gangs of New York,"it's 1863. america was born in the streets. amsterdam vallon returns to the five points of america to seek vengeance against the psychotic gangland kingpin, bill the butcher, who murdered his father years earlier. with an eager pickpocket by his side and a whole new army, vallon fights his way to seek vengeance on the butcher and restore peace in the area. drama history crime fire irish-american immigrant gang war pickpocket ship gang of thieves butcher pig army rescue gang leonardodicaprio danielday-lewis camerondiaz martinscorsese"
317,76758,The Flowers of War,"a westerner finds refuge with a group of women in a church during japan's rape of nanking in 1937. posing as a priest, he attempts to lead the women to safety. drama history war forced prostitution child rape christianbale nini tongdawei zhangyimou"
318,9408,Surf's Up,"cody is a surfing penguin from shiverpool who dreams of making it big and being like his idol big z. on his journey he discovers his talents are not all he thinks they are and he must learn to accept that their is more to surfing than fame and fortune.  surf's up is a 2007 american computer-animated mockumentary film produced by sony pictures animation and distributed by columbia pictures and imageworks studios. it stars the voices of shia labeouf, jeff bridges, zooey deschanel, jon heder among others. animation comedy family sea world cup surfer wave surfboard giant wave world champion idol mockumentary shialabeouf jeffbridges zooeydeschanel ashbrannon chrisbuck"
319,9890,The Stepford Wives,"what does it take to become a stepford wife, a woman perfect beyond belief? ask the stepford husbands, who've created this high-tech, terrifying little town. action comedy sciencefiction android housewife transformation nicolekidman matthewbroderick bettemidler frankoz"
320,855,Black Hawk Down,"when u.s. rangers and an elite delta force team attempt to kidnap two underlings of a somali warlord, their black hawk helicopters are shot down, and the americans suffer heavy casualties, facing intense fighting from the militia on the ground. action history war prisoners of war wound somalia warlord famine delta force rescue operation joshhartnett ewanmcgregor jasonisaacs ridleyscott"
321,77953,The Campaign,two rival politicians compete to win an election to represent their small north carolina congressional district in the united states house of representatives. comedy politics politician election campaign  north carolinam congressman political candidate moustache political corruption campaign manager campaign finance willferrell zachgalifianakis dylanmcdermott jayroach
322,18,The Fifth Element,"in 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity. adventure fantasy action thriller sciencefiction clone taxi cyborg egypt future stowaway space travel race against time arms dealer love alien priest end of the world good vs evil shootout police chase cab driver new york city space opera military opera singer resort hotel ancient astronaut archeologist ancient evil cruise liner brucewillis garyoldman ianholm lucbesson"
323,37786,Sex and the City 2,"carrie, charlotte, and miranda are all married now, but they're still up for a little fun in the sun. when samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down. comedy drama romance sarahjessicaparker kristindavis cynthianixon michaelpatrickking"
324,10501,The Road to El Dorado,"after a failed swindle, two con-men end up with a map to el dorado, the fabled ""city of gold,"" and an unintended trip to the new world.  much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  the only question is, do they take the worshipful natives for all they're worth, or is there a bit more to el dorado than riches? adventure animation comedy family gold horse sword fight kennethbranagh kevinkline rosieperez donmichaelpaul bibobergeron"
325,57800,Ice Age: Continental Drift,"manny, diego, and sid embark upon another adventure after their continent is set adrift. using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world. animation comedy adventure family blue footed booby prehistoric times melting ice badger elephant seal floating ice land bridge era glaciale deriva johnleguizamo rayromano chriswedge stevemartino mikethurmeier"
326,150689,Cinderella,"when her father unexpectedly passes away, young ella finds herself at the mercy of her cruel stepmother and her daughters. never one to give up hope, ella's fortunes begin to change after meeting a dashing stranger in the woods. romance fantasy family drama cinderella magic prince fairy tale kingdom royalty orphan lost shoe evil stepmother retelling lilyjames cateblanchett richardmadden kennethbranagh"
327,7980,The Lovely Bones,"after being brutally murdered, 14-year-old susie salmon watches from heaven over her grief-stricken family -- and her killer. as she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal. fantasy drama rape 1970s evidence tree afterlife loss of daughter serial killer corpse pedophile teenage love grieving childhood sexual abuse based on young adult novel rachelweisz markwahlberg susansarandon peterjackson"
328,12,Finding Nemo,"nemo, an adventurous young clownfish, is unexpectedly taken from his great barrier reef home to a dentist's office aquarium. it's up to his worrisome father marlin and a friendly but forgetful fish dory to bring nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way. animation family father son relationship harbor underwater fish tank great barrier reef missing child aftercreditsstinger duringcreditsstinger short term memory loss clownfish father son reunion protective father albertbrooks ellendegeneres alexandergould andrewstanton"
329,122,The Lord of the Rings: The Return of the King,"aragorn is revealed as the heir to the ancient kings as he, gandalf and the other members of the broken fellowship struggle to save gondor from sauron's forces. meanwhile, frodo and sam bring the ring closer to the heart of mordor, the dark lord's realm. adventure fantasy action elves orcs middle-earth (tolkien) based on novel suspicion bravery war honor troll brutality violence ghost end of trilogy quest sword and sorcery elijahwood ianmckellen viggomortensen peterjackson"
330,121,The Lord of the Rings: The Two Towers,"frodo and sam are trekking to mordor to destroy the one ring of power while gimli, legolas and aragorn search for the orc-captured merry and pippin. all along, nefarious wizard saruman awaits the fellowship members at the orthanc tower in isengard. adventure fantasy action elves orcs middle-earth (tolkien) hobbit based on novel explosive cave fort army mission attack guide wizard ring sword and sorcery elijahwood ianmckellen viggomortensen peterjackson"
331,68737,Seventh Son,"john gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. however john is not young anymore, and has been seeking an apprentice to carry on his trade. most have failed to survive. the last hope is a young farmer's son named thomas ward. will he survive the training to become the spook that so many others couldn't? adventure fantasy magic chosen one dark fantasy witch hunter evil witch based on young adult novel sword and sorcery jeffbridges juliannemoore benbarnes sergeibodrov"
332,1995,Lara Croft: Tomb Raider,"english aristocrat lara croft is skilled in hand-to-hand combat and in the middle of a battle with a secret society. the shapely archaeologist moonlights as a tomb raider to recover lost antiquities and meets her match in the evil powell, who's in search of a powerful relic. adventure fantasy action thriller treasure buddhist monk planetary configuration angkor wat illuminati william blake treasure hunt archaeologist based on video game archeology  angelinajolie jonvoight iainglen simonwest"
333,157353,Transcendence,"two leading computer scientists work toward their goal of technological singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain. thriller sciencefiction drama mystery artificial intelligence technology nanotechnology computer virus super computer resurrection love mind control terrorism scientist extremist moral dilemma computer scientist mind transfer quantum computer mind uploading johnnydepp paulbettany rebeccahall wallypfister"
334,331,Jurassic Park III,"in need of funds for research, dr. alan grant accepts a large sum of money to accompany paul and amanda kirby on an aerial tour of the infamous isla sorna. it isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them. adventure action thriller sciencefiction exotic island dna paleontology tyrannosaurus rex velociraptor spinosaurus airplane rescue mission dinosaur jurassic park samneill williamh.macy téaleoni joejohnston"
335,61791,Rise of the Planet of the Apes,"scientist will rodman is determined to find a cure for alzheimer's, the disease which has slowly consumed his father. will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially caesar, his pet chimpanzee. thriller action drama sciencefiction intelligence zoo cage dystopia golden gate bridge ape monkey medical research alzheimer's disease jamesfranco freidapinto johnlithgow rupertwyatt"
336,8204,The Spiderwick Chronicles,"upon moving into the run-down spiderwick estate with their mother, twin brothers jared and simon grace, along with their sister mallory, find themselves pulled into an alternate world full of faeries and other creatures. adventure family fantasy brother sister relationship family relationships single mother alternate reality mother child relationship hidden truth goblin magical creature fairies freddiehighmore mary-louiseparker nicknolte markwaters"
337,47964,A Good Day to Die Hard,"iconoclastic, take-no-prisoners cop john mcclane, finds himself for the first time on foreign soil after traveling to moscow to help his wayward son jack - unaware that jack is really a highly-trained cia operative out to stop a nuclear weapons heist. with the russian underworld in pursuit, and battling a countdown to war, the two mcclanes discover that their opposing methods make them unstoppable heroes. action thriller bomb cia russia escape courthouse rogue moscow brucewillis jaicourtney sebastiankoch johnmoore"
338,10733,The Alamo,"based on the 1836 standoff between a group of texan and tejano men, led by davy crockett and jim bowie, and mexican dictator santa anna's forces at the alamo in san antonio, texas. western history war texas officer uprising alamo mexican dennisquaid billybobthornton jasonpatric johnleehancock"
339,9806,The Incredibles,"bob parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. but when he receives a mysterious assignment, it's time to get back into costume. action adventure animation family secret identity secret hero island wretch supernatural powers weapon lawsuit superhero craigt.nelson hollyhunter samuell.jackson bradbird"
340,1408,Cutthroat Island,"morgan adams and her slave, william shaw, are on a quest to recover the three portions of a treasure map. unfortunately, the final portion is held by her murderous uncle, dawg. her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. this is made yet more difficult by the efforts of the british crown to end her pirate raids. action adventure exotic island treasure map ship scalp pirate geenadavis matthewmodine franklangella rennyharlin"
341,32657,Percy Jackson & the Olympians: The Lightning Thief,"accident prone teenager, percy discovers he's actually a demi-god, the son of poseidon, and he is needed when zeus' lightning is stolen. percy must master his new found skills in order to prevent a war between the gods that could devastate the entire world. adventure fantasy family monster greek mythology god poseidon   lightning bolt based on young adult novel loganlerman brandont.jackson alexandradaddario chriscolumbus"
342,607,Men in Black,"men in black follows the exploits of agents kay and jay, members of a top-secret organization established to monitor and police alien activity on earth. the two men in black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on earth to assassinate two ambassadors from opposing galaxies. in order to prevent worlds from colliding, the mib must track down the terrorist and prevent the destruction of earth. it's just another typical day for the men in black. action adventure comedy sciencefiction secret identity sun glasses undercover space marine illegal immigration deportation new identity giant cockroach cannon flying saucer stay permit alien fictional government agency tommyleejones willsmith lindafiorentino barrysonnenfeld"
343,863,Toy Story 2,"andy heads off to cowboy camp, leaving his toys to their own devices. things shift into high gear when an obsessive toy collector named al mcwhiggen, owner of al's toy barn kidnaps woody. andy's toys mount a daring rescue mission, buzz lightyear meets his match and woody has to decide where he and his heart truly belong. animation comedy family museum prosecution identity crisis airplane flea market collector teamwork friendship rescue team garage sale duringcreditsstinger toy comes to life personification inanimate objects coming to life tomhanks timallen joancusack johnlasseter"
344,44048,Unstoppable,"a runaway train, transporting deadly, toxic chemicals, is barreling down on stanton, pennsylvania, and only two men can stop it: a veteran engineer and a young conductor. thousands of lives hang in the balance as these ordinary heroes attempt to chase down one million tons of hurtling steel and prevent an epic disaster. action thriller runaway train denzelwashington chrispine rosariodawson tonyscott"
345,5175,Rush Hour 2,"it's vacation time for carter as he finds himself alongside lee in hong kong wishing for more excitement. while carter wants to party and meet the ladies, lee is out to track down a triad gang lord who may be responsible for killing two men at the american embassy. things get complicated as the pair stumble onto a counterfeiting plot. the boys are soon up to their necks in fist fights and life-threatening situations. a trip back to the u.s. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent isabella. action comedy crime thriller duringcreditsstinger christucker jackiechan zhangziyi brettratner"
346,2655,What Lies Beneath,"when claire spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. all the while, her husband tries to reassure her by telling her it's all in her head. but as claire investigates, she discovers that the man she loves might know more than he's letting on. drama horror mystery thriller secret haunted house ouija board haunting missing girl ghost harrisonford michellepfeiffer dianascarwid robertzemeckis"
347,22794,Cloudy with a Chance of Meatballs,"inventor flint lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of chewandswallow to feed themselves. but when the falling food reaches gargantuan proportions, flint must scramble to avert disaster. can he regain control of the machine and put an end to the wild weather before the town is destroyed? animation comedy family weather food science billhader annafaris jamescaan phillord christophermiller"
348,8355,Ice Age: Dawn of the Dinosaurs,"times are changing for manny the moody mammoth, sid the motor mouthed sloth and diego the crafty saber-toothed tiger. life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs. animation comedy family adventure ice age bridge insanity jungle dinosaur birth duringcreditsstinger 3d rayromano johnleguizamo denisleary carlossaldanha"
349,116745,The Secret Life of Walter Mitty,a timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing. adventure comedy drama fantasy himalaya photographer magazine iceland daydream photograph shark fired from the job skateboard dreamer online dating daydreaming benstiller kristenwiig pattonoswalt benstiller
